ticket_id,date_submitted,channel,category,text,word_count,sentiment_label,intent_label,resolution_status,response_time_hours,csat_score,agent_id
TKT-00322,2024-10-19,email,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,pending,58.8,,agt-044
TKT-00006,2024-03-28,email,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,pending,38.7,,agt-018
TKT-00974,2024-03-16,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,,escalated,2.5,2.0,agt-020
TKT-00548,2024-11-19,phone_transcript,returns,what's the return process for international orders?,7,,,resolved,31.8,1.0,agt-016
TKT-01477,2024-11-02,chat,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,51.0,3.0,agt-037
TKT-00040,2024-04-30,phone_transcript,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,,resolved,48.6,1.0,agt-016
TKT-00543,2024-02-22,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,escalated,3.0,1.0,agt-002
TKT-00243,2024-05-17,email,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,pending,55.9,,agt-049
TKT-00137,2024-02-11,chat,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,resolved,27.3,1.0,agt-042
TKT-00603,2024-10-23,email,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,55.1,2.0,agt-011
TKT-00773,2024-02-18,chat,account,i have a neutral experience regarding account. this is a cancellation.,11,neutral,cancellation,resolved,43.4,5.0,agt-050
TKT-00847,2024-01-05,social_media,technical support,i have a positive experience regarding technical support. this is a escalation request.,13,positive,escalation_request,unresolved,31.6,3.0,agt-016
TKT-01091,2024-02-17,chat,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,24.8,4.0,agt-025
TKT-01366,2024-07-15,chat,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,,,resolved,20.2,2.0,agt-009
TKT-00582,2024-10-06,phone_transcript,returns,i have a negative experience regarding returns. this is a cancellation.,11,negative,cancellation,resolved,70.3,2.0,agt-019
TKT-01475,2024-03-04,phone_transcript,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,pending,4.3,,agt-045
TKT-00789,2024-04-06,email,returns,do i need the original packaging to return an item?,10,neutral,inquiry,pending,63.1,,agt-033
TKT-01389,2024-01-21,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,33.0,3.0,agt-049
TKT-00377,2024-10-17,email,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,61.4,4.0,agt-030
TKT-00315,2024-05-12,phone_transcript,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,54.1,3.0,agt-011
TKT-00443,2024-04-29,email,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,resolved,23.1,3.0,agt-029
TKT-00320,2024-12-30,phone_transcript,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,68.6,3.0,agt-016
TKT-01479,2024-09-13,phone_transcript,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,resolved,63.9,4.0,agt-012
TKT-00794,2024-03-04,phone_transcript,billing,i was charged twice for my subscription this month and i need a refund immediately. this is completely unacceptable.,19,negative,complaint,resolved,20.3,2.0,agt-001
TKT-01133,2024-02-21,email,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,resolved,39.3,2.0,agt-038
TKT-00425,2024-07-04,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,54.0,2.0,agt-002
TKT-00554,2024-10-24,chat,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,resolved,3.4,1.0,agt-050
TKT-00595,2024-04-03,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,55.2,3.0,agt-021
TKT-00894,2024-10-17,email,returns,i have a neutral experience regarding returns. this is a cancellation.,11,neutral,cancellation,unresolved,45.4,2.0,agt-020
TKT-01482,2024-04-22,chat,technical support,i have a neutral experience regarding technical support. this is a cancellation.,12,neutral,cancellation,pending,23.8,,agt-042
TKT-01218,2024-10-14,social_media,returns,do i need the original packaging to return an item?,10,neutral,inquiry,resolved,35.1,2.0,agt-050
TKT-01165,2024-03-14,social_media,billing,i see duplicate charges on my account. this is the second time this month.,14,negative,complaint,resolved,65.8,1.0,agt-011
TKT-00228,2024-08-04,phone_transcript,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,pending,56.9,,agt-031
TKT-00715,2024-12-20,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,,resolved,10.1,5.0,agt-001
TKT-00811,2024-01-27,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,escalated,66.5,4.0,agt-020
TKT-00980,2024-02-01,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,unresolved,44.3,1.0,agt-049
TKT-01076,2024-03-31,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a escalation request.,12,neutral,escalation_request,escalated,70.5,1.0,agt-023
TKT-00067,2024-05-15,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,pending,47.7,,agt-005
TKT-00394,2024-01-09,social_media,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,15.0,4.0,agt-010
TKT-00580,2024-02-29,chat,technical support,the app crashes every time i try to export data. this is ruining my workflow and i need urgent help.,20,negative,escalation_request,resolved,3.4,2.0,agt-014
TKT-00990,2024-09-11,email,returns,i returned the item 10 days ago and the refund still hasn't hit my account.,15,negative,complaint,resolved,36.8,3.0,agt-002
TKT-00212,2024-08-23,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,unresolved,40.9,5.0,agt-006
TKT-01160,2024-09-17,phone_transcript,returns,i have a neutral experience regarding returns. this is a cancellation.,11,,cancellation,resolved,8.5,4.0,agt-026
TKT-00782,2024-09-03,social_media,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,escalated,1.9,3.0,agt-020
TKT-00537,2024-01-06,chat,account,i have a neutral experience regarding account. this is a inquiry.,11,,inquiry,resolved,48.6,4.0,agt-007
TKT-00775,2024-11-11,email,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,resolved,54.8,1.0,agt-016
TKT-00662,2024-08-04,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,58.5,3.0,agt-003
TKT-00086,2024-04-02,social_media,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,pending,12.7,,agt-040
TKT-01350,2024-05-10,email,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,pending,32.9,,agt-018
TKT-01217,2024-11-25,social_media,account,the onboarding process was smooth and intuitive. very impressed.,9,positive,feedback,escalated,14.9,3.0,agt-026
TKT-00916,2024-07-19,social_media,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,resolved,14.3,4.0,agt-037
TKT-00661,2024-11-04,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,unresolved,9.9,3.0,agt-032
TKT-01351,2024-02-17,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,resolved,44.9,3.0,agt-048
TKT-00631,2024-10-19,chat,billing,i have a neutral experience regarding billing. this is a escalation request.,12,neutral,escalation_request,resolved,53.0,5.0,agt-050
TKT-01034,2024-04-30,social_media,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,pending,46.1,,agt-012
TKT-01400,2024-09-19,social_media,shipping,i have a positive experience regarding shipping. this is a escalation request.,12,positive,escalation_request,resolved,56.0,3.0,agt-031
TKT-01093,2024-03-06,email,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,41.6,2.0,agt-043
TKT-00274,2024-07-09,social_media,shipping,i have a positive experience regarding shipping. this is a cancellation.,11,positive,cancellation,escalated,33.3,5.0,agt-041
TKT-00723,2024-09-21,social_media,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,resolved,54.8,4.0,agt-027
TKT-00363,2024-03-31,chat,account,just wanted to say the new dashboard is fantastic. so much easier to navigate.,14,positive,feedback,resolved,70.8,1.0,agt-025
TKT-00623,2024-06-26,social_media,shipping,i have a positive experience regarding shipping. this is a escalation request.,12,positive,escalation_request,resolved,57.4,4.0,agt-028
TKT-00003,2024-06-21,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,7.8,2.0,agt-017
TKT-00007,2024-01-17,email,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,58.1,2.0,agt-037
TKT-00312,2024-07-10,social_media,returns,i have a neutral experience regarding returns. this is a escalation request.,12,neutral,escalation_request,escalated,59.2,2.0,agt-033
TKT-01168,2024-09-20,chat,billing,i have a neutral experience regarding billing. this is a feedback.,11,neutral,feedback,resolved,9.8,5.0,agt-007
TKT-00939,2024-11-09,phone_transcript,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,resolved,57.1,3.0,agt-038
TKT-01478,2024-09-24,social_media,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,resolved,21.6,2.0,agt-037
TKT-00216,2024-10-03,social_media,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,pending,24.2,,agt-045
TKT-01321,2024-09-16,phone_transcript,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,resolved,66.2,5.0,agt-011
TKT-00028,2024-08-04,email,returns,i have a neutral experience regarding returns. this is a cancellation.,11,neutral,cancellation,resolved,59.8,1.0,agt-017
TKT-01466,2024-05-29,phone_transcript,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,16.6,2.0,agt-038
TKT-01025,2024-04-17,chat,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,resolved,31.3,1.0,agt-023
TKT-00786,2024-09-07,phone_transcript,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,pending,45.9,,agt-025
TKT-00639,2024-01-15,phone_transcript,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,55.0,3.0,agt-042
TKT-00830,2024-02-23,chat,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,resolved,56.5,1.0,agt-038
TKT-00827,2024-12-22,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,unresolved,46.7,3.0,agt-033
TKT-00625,2024-08-27,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,pending,19.7,,agt-050
TKT-00850,2024-01-27,chat,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,27.7,2.0,agt-015
TKT-00257,2024-04-19,chat,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,resolved,45.4,2.0,agt-014
TKT-00026,2024-11-30,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,pending,38.3,,agt-043
TKT-00337,2024-12-18,social_media,returns,i have a neutral experience regarding returns. this is a complaint.,11,,complaint,unresolved,67.2,2.0,agt-008
TKT-00573,2024-04-25,chat,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,escalated,23.4,4.0,agt-004
TKT-00048,2024-01-15,phone_transcript,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,28.3,3.0,agt-030
TKT-00107,2024-07-30,social_media,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,24.7,2.0,agt-028
TKT-00350,2024-06-30,chat,returns,i have a positive experience regarding returns. this is a feedback.,11,positive,feedback,resolved,59.8,5.0,agt-045
TKT-00056,2024-08-10,social_media,returns,i have a positive experience regarding returns. this is a cancellation.,11,positive,cancellation,escalated,13.1,4.0,agt-035
TKT-00809,2024-12-06,phone_transcript,returns,i have a neutral experience regarding returns. this is a complaint.,11,,complaint,resolved,61.2,4.0,agt-033
TKT-00214,2024-12-20,email,account,i have a neutral experience regarding account. this is a cancellation.,11,,cancellation,resolved,64.0,2.0,agt-018
TKT-00121,2024-03-15,chat,shipping,i have a neutral experience regarding shipping. this is a cancellation.,11,neutral,cancellation,resolved,18.8,1.0,agt-005
TKT-00870,2024-10-15,chat,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,resolved,64.3,4.0,agt-004
TKT-00856,2024-04-08,chat,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,resolved,30.4,3.0,agt-024
TKT-00073,2024-07-28,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,24.3,3.0,agt-045
TKT-01381,2024-04-30,social_media,shipping,you shipped to the wrong address even though i updated it before the order was processed.,16,negative,complaint,resolved,57.3,4.0,agt-010
TKT-00721,2024-04-26,phone_transcript,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,unresolved,63.5,5.0,agt-002
TKT-00046,2024-04-15,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,resolved,60.1,3.0,agt-002
TKT-01264,2024-12-11,social_media,returns,i have a positive experience regarding returns. this is a feedback.,11,positive,feedback,resolved,6.8,4.0,agt-044
TKT-00524,2024-08-20,social_media,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,pending,36.9,,agt-023
TKT-00869,2024-11-17,phone_transcript,billing,i have a neutral experience regarding billing. this is a feedback.,11,,feedback,resolved,43.4,5.0,agt-035
TKT-01108,2024-06-10,phone_transcript,billing,i have a neutral experience regarding billing. this is a cancellation.,11,neutral,cancellation,resolved,32.8,2.0,agt-040
TKT-01275,2024-08-24,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,pending,43.6,,agt-018
TKT-00803,2024-04-22,social_media,billing,i have a positive experience regarding billing. this is a cancellation.,11,positive,cancellation,escalated,51.9,4.0,agt-043
TKT-00534,2024-12-27,chat,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,resolved,28.4,1.0,agt-019
TKT-01138,2024-09-13,chat,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,22.3,5.0,agt-040
TKT-00604,2024-12-28,chat,account,just wanted to say the new dashboard is fantastic. so much easier to navigate.,14,positive,feedback,unresolved,34.4,4.0,agt-012
TKT-00466,2024-01-28,email,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,17.9,3.0,agt-019
TKT-01203,2024-12-25,chat,account,i have a neutral experience regarding account. this is a escalation request.,12,neutral,escalation_request,escalated,46.6,3.0,agt-037
TKT-01278,2024-02-01,email,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,53.1,1.0,agt-025
TKT-01444,2024-09-15,email,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,escalated,46.7,4.0,agt-010
TKT-00989,2024-02-06,email,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,resolved,68.4,3.0,agt-036
TKT-00061,2024-04-28,phone_transcript,account,i have a neutral experience regarding account. this is a feedback.,11,neutral,feedback,resolved,9.1,1.0,agt-049
TKT-00886,2024-07-24,chat,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,44.8,1.0,agt-036
TKT-00093,2024-05-31,social_media,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,unresolved,53.9,2.0,agt-049
TKT-00667,2024-05-15,social_media,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,pending,24.9,,agt-014
TKT-00706,2024-02-16,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,resolved,8.7,1.0,agt-017
TKT-00195,2024-10-05,phone_transcript,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,resolved,30.8,2.0,agt-010
TKT-00281,2024-02-17,social_media,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,escalated,65.2,5.0,agt-030
TKT-00696,2024-09-07,social_media,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,pending,52.8,,agt-033
TKT-00360,2024-12-11,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,53.4,4.0,agt-016
TKT-00520,2024-05-30,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,,escalated,5.0,5.0,agt-036
TKT-00813,2024-06-14,social_media,shipping,my order says delivered but i never received anything. this is theft.,12,negative,complaint,resolved,54.3,3.0,agt-030
TKT-00768,2024-06-06,email,billing,i have a neutral experience regarding billing. this is a escalation request.,12,,escalation_request,resolved,32.2,3.0,agt-013
TKT-00183,2024-08-27,chat,account,i have a negative experience regarding account. this is a escalation request.,12,negative,escalation_request,escalated,20.0,4.0,agt-042
TKT-01487,2024-05-19,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,,complaint,escalated,45.3,1.0,agt-031
TKT-00111,2024-10-14,chat,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,escalated,70.2,5.0,agt-002
TKT-00043,2024-08-14,phone_transcript,billing,i have a neutral experience regarding billing. this is a escalation request.,12,neutral,escalation_request,unresolved,44.3,3.0,agt-036
TKT-01007,2024-11-18,social_media,shipping,my package was supposed to arrive 5 days ago. the tracking hasn't updated in a week.,16,negative,complaint,resolved,13.0,4.0,agt-012
TKT-00205,2024-07-03,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,resolved,37.2,2.0,agt-031
TKT-00821,2024-04-16,email,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,escalated,69.5,4.0,agt-012
TKT-00053,2024-03-24,email,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,,inquiry,escalated,69.5,1.0,agt-044
TKT-00546,2024-06-04,phone_transcript,billing,i have a negative experience regarding billing. this is a cancellation.,11,negative,cancellation,resolved,29.1,3.0,agt-035
TKT-01132,2024-10-24,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,34.6,1.0,agt-041
TKT-01158,2024-08-16,chat,billing,i have a neutral experience regarding billing. this is a feedback.,11,neutral,feedback,resolved,31.9,1.0,agt-008
TKT-01468,2024-01-19,email,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,resolved,50.2,4.0,agt-027
TKT-00911,2024-12-25,social_media,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,pending,44.9,,agt-006
TKT-00184,2024-10-17,phone_transcript,shipping,you shipped to the wrong address even though i updated it before the order was processed.,16,negative,complaint,escalated,48.7,1.0,agt-028
TKT-00138,2024-08-29,phone_transcript,shipping,my package was supposed to arrive 5 days ago. the tracking hasn't updated in a week.,16,negative,complaint,unresolved,50.3,1.0,agt-006
TKT-01150,2024-01-17,email,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,pending,69.1,,agt-035
TKT-00081,2024-08-30,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,50.9,4.0,agt-042
TKT-01213,2024-08-15,chat,account,i have a neutral experience regarding account. this is a inquiry.,11,,inquiry,pending,2.7,,agt-008
TKT-00106,2024-11-05,phone_transcript,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,31.3,4.0,agt-050
TKT-00542,2024-04-01,chat,returns,i have a positive experience regarding returns. this is a cancellation.,11,positive,cancellation,pending,46.7,,agt-028
TKT-01314,2024-08-28,chat,billing,i have a neutral experience regarding billing. this is a feedback.,11,neutral,feedback,pending,3.0,,agt-029
TKT-00481,2024-09-07,social_media,technical support,i have a positive experience regarding technical support. this is a cancellation.,12,positive,cancellation,escalated,49.7,5.0,agt-050
TKT-00166,2024-01-05,social_media,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,61.1,2.0,agt-049
TKT-00249,2024-02-17,email,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,pending,29.3,,agt-024
TKT-00308,2024-10-15,email,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,unresolved,56.2,4.0,agt-027
TKT-00447,2024-03-19,social_media,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,44.3,2.0,agt-034
TKT-00747,2024-02-12,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,resolved,21.6,2.0,agt-018
TKT-00335,2024-12-24,phone_transcript,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,pending,10.3,,agt-047
TKT-00098,2024-09-07,social_media,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,pending,44.5,,agt-045
TKT-00760,2024-08-21,phone_transcript,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,pending,25.3,,agt-026
TKT-00738,2024-05-14,chat,shipping,my package was supposed to arrive 5 days ago. the tracking hasn't updated in a week.,16,negative,complaint,resolved,65.6,1.0,agt-022
TKT-00837,2024-12-25,email,account,i have a positive experience regarding account. this is a escalation request.,12,positive,escalation_request,escalated,38.7,3.0,agt-034
TKT-00943,2024-06-08,phone_transcript,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,escalated,51.2,3.0,agt-009
TKT-00103,2024-08-03,email,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,38.1,3.0,agt-033
TKT-00435,2024-02-22,email,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,,resolved,20.7,1.0,agt-006
TKT-00075,2024-09-12,phone_transcript,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,pending,45.2,,agt-036
TKT-01341,2024-03-18,phone_transcript,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,escalated,2.1,3.0,agt-025
TKT-01125,2024-04-26,social_media,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,2.5,2.0,agt-017
TKT-01360,2024-07-23,social_media,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,33.8,4.0,agt-027
TKT-00303,2024-06-25,email,shipping,my package was supposed to arrive 5 days ago. the tracking hasn't updated in a week.,16,negative,complaint,resolved,58.3,2.0,agt-025
TKT-01263,2024-03-23,phone_transcript,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,resolved,5.1,1.0,agt-040
TKT-01224,2024-11-30,phone_transcript,account,cancel everything. i've had nothing but issues and the support is terrible.,12,negative,cancellation,resolved,53.2,1.0,agt-025
TKT-00734,2024-06-18,social_media,billing,i have a neutral experience regarding billing. this is a feedback.,11,neutral,feedback,pending,61.4,,agt-020
TKT-00389,2024-04-27,chat,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,resolved,6.0,3.0,agt-039
TKT-00236,2024-07-18,social_media,billing,i have a negative experience regarding billing. this is a escalation request.,12,negative,escalation_request,pending,0.8,,agt-046
TKT-01246,2024-10-14,phone_transcript,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,resolved,11.9,4.0,agt-040
TKT-00268,2024-09-17,email,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,,feedback,resolved,0.7,5.0,agt-024
TKT-00306,2024-11-17,social_media,billing,i have a neutral experience regarding billing. this is a cancellation.,11,neutral,cancellation,resolved,11.1,3.0,agt-005
TKT-00118,2024-10-21,email,billing,what payment methods do you accept?,6,neutral,inquiry,escalated,31.2,2.0,agt-002
TKT-01212,2024-06-25,chat,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,pending,7.4,,agt-024
TKT-00674,2024-10-10,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,pending,5.0,,agt-031
TKT-00250,2024-02-17,email,returns,it's been 3 weeks and i still haven't received my refund. this is ridiculous.,14,negative,complaint,escalated,52.8,2.0,agt-035
TKT-01094,2024-11-20,social_media,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,8.8,4.0,agt-050
TKT-01080,2024-06-14,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,27.1,2.0,agt-045
TKT-00072,2024-03-30,phone_transcript,account,please cancel my subscription effective immediately. i'm done.,8,negative,cancellation,pending,34.1,,agt-038
TKT-00095,2024-07-09,social_media,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,,feedback,escalated,8.2,1.0,agt-036
TKT-00848,2024-02-28,chat,account,i have a positive experience regarding account. this is a inquiry.,11,positive,inquiry,resolved,62.3,5.0,agt-013
TKT-00034,2024-05-22,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,unresolved,25.6,2.0,agt-022
TKT-01101,2024-06-03,phone_transcript,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,unresolved,30.7,1.0,agt-042
TKT-00449,2024-04-23,phone_transcript,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,resolved,43.8,1.0,agt-032
TKT-00446,2024-01-10,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,44.8,2.0,agt-005
TKT-00772,2024-07-07,phone_transcript,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,pending,3.6,,agt-050
TKT-00717,2024-07-02,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,escalated,28.2,4.0,agt-008
TKT-00887,2024-11-30,social_media,account,i have a negative experience regarding account. this is a escalation request.,12,negative,escalation_request,resolved,46.4,4.0,agt-042
TKT-01245,2024-03-18,phone_transcript,shipping,my order says delivered but i never received anything. this is theft.,12,negative,complaint,resolved,69.0,2.0,agt-038
TKT-00901,2024-08-31,social_media,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,8.7,2.0,agt-010
TKT-01036,2024-02-29,chat,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,pending,13.1,,agt-023
TKT-00078,2024-10-09,social_media,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,resolved,10.8,1.0,agt-009
TKT-00085,2024-12-21,email,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,resolved,21.9,1.0,agt-023
TKT-00835,2024-02-13,chat,billing,i have a negative experience regarding billing. this is a cancellation.,11,negative,cancellation,pending,53.7,,agt-001
TKT-00083,2024-12-20,phone_transcript,technical support,i have a positive experience regarding technical support. this is a feedback.,12,positive,feedback,resolved,28.9,1.0,agt-035
TKT-00458,2024-04-21,social_media,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,pending,53.0,,agt-032
TKT-00919,2024-01-13,email,account,i have a positive experience regarding account. this is a inquiry.,11,positive,inquiry,pending,53.6,,agt-041
TKT-00677,2024-05-24,chat,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,pending,49.9,,agt-012
TKT-00985,2024-03-06,email,returns,how long does it take to process a refund once i send the item back?,15,neutral,inquiry,pending,56.4,,agt-004
TKT-01240,2024-04-19,phone_transcript,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,pending,28.6,,agt-029
TKT-00437,2024-04-02,email,technical support,i have a positive experience regarding technical support. this is a feedback.,12,positive,feedback,pending,14.2,,agt-001
TKT-00771,2024-04-19,social_media,account,i have a neutral experience regarding account. this is a inquiry.,11,,inquiry,resolved,8.1,2.0,agt-001
TKT-00645,2024-11-03,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,15.9,4.0,agt-012
